dataset,attack_only,train_percentage,n_components,covariance_type,reg_covar,tune_components,selection_metric,accuracy,precision,recall,f1_score
CSE-CIC-IDS2018,True,8,3,tied,0.001,True,f1_score,0.98673210497858,0.9838392585756922,0.9874896549350186,0.9853407698509992
CSE-CIC-IDS2018,True,8,3,tied,0.001,False,aic,0.98673210497858,0.9838392585756922,0.9874896549350186,0.9853407698509992
CSE-CIC-IDS2018,True,8,1,diag,1e-09,True,aic,0.8495196106975003,0.8436611791438201,0.8146537114440076,0.7859556822832064
CSE-CIC-IDS2018,True,8,3,diag,1e-09,True,accuracy,0.9855259327039056,0.9828669627248768,0.9876369919499276,0.9848699612027666
CSE-CIC-IDS2018,True,8,3,diag,1e-09,True,f1_score,0.9855259327039056,0.9828669627248768,0.9876369919499276,0.9848699612027666
CSE-CIC-IDS2018,True,8,3,diag,1e-09,False,aic,0.9855259327039056,0.9828669627248768,0.9876369919499276,0.9848699612027666
CSE-CIC-IDS2018,True,8,1,diag,1e-06,True,aic,0.8455683566942561,0.8267037208053011,0.8120842265879089,0.7753898974647367
CSE-CIC-IDS2018,True,8,3,diag,1e-06,True,accuracy,0.9883957908746828,0.9860351886893804,0.98971977724726,0.9876176314290938
CSE-CIC-IDS2018,True,8,3,diag,1e-06,True,f1_score,0.9883957908746828,0.9860351886893804,0.98971977724726,0.9876176314290938
CSE-CIC-IDS2018,True,8,3,diag,1e-06,False,aic,0.9883957908746828,0.9860351886893804,0.98971977724726,0.9876176314290938
CSE-CIC-IDS2018,True,8,3,diag,0.001,True,aic,0.976084515243522,0.9738762047874808,0.9628140290388552,0.9665915398598924
CSE-CIC-IDS2018,True,8,3,diag,0.001,True,accuracy,0.976084515243522,0.9738762047874808,0.9628140290388552,0.9665915398598924
CSE-CIC-IDS2018,True,8,3,diag,0.001,True,f1_score,0.976084515243522,0.9738762047874808,0.9628140290388552,0.9665915398598924
CSE-CIC-IDS2018,True,8,3,diag,0.001,False,aic,0.976084515243522,0.9738762047874808,0.9628140290388552,0.9665915398598924
CSE-CIC-IDS2018,True,16,1,full,1e-09,True,aic,0.9929709270889656,0.9935468075584422,0.9888623381704282,0.9911385075880592
CSE-CIC-IDS2018,True,16,1,full,1e-09,True,accuracy,0.9929709270889656,0.9935468075584422,0.9888623381704282,0.9911385075880592
CSE-CIC-IDS2018,True,16,1,full,1e-09,True,f1_score,0.9929709270889656,0.9935468075584422,0.9888623381704282,0.9911385075880592
CSE-CIC-IDS2018,True,16,3,full,1e-09,False,aic,0.9918895312564988,0.9910562924686096,0.9890160210454796,0.9899573333532684
CSE-CIC-IDS2018,True,16,1,full,1e-06,True,aic,0.9941770993636402,0.9939927663869204,0.9909000388021766,0.9924071846698096
CSE-CIC-IDS2018,True,16,1,full,1e-06,True,accuracy,0.9941770993636402,0.9939927663869204,0.9909000388021766,0.9924071846698096
CSE-CIC-IDS2018,True,16,1,full,1e-06,True,f1_score,0.9941770993636402,0.9939927663869204,0.9909000388021766,0.9924071846698096
CSE-CIC-IDS2018,True,16,3,full,1e-06,False,aic,0.9925134134675372,0.9906158140317326,0.993636128676928,0.9920465121232906
CSE-CIC-IDS2018,True,16,3,full,0.001,True,aic,0.990808135424032,0.988045611572661,0.992226917119758,0.9899773227319284
CSE-CIC-IDS2018,True,16,3,full,0.001,True,accuracy,0.990808135424032,0.988045611572661,0.992226917119758,0.9899773227319284
CSE-CIC-IDS2018,True,16,3,full,0.001,True,f1_score,0.990808135424032,0.988045611572661,0.992226917119758,0.9899773227319284
CSE-CIC-IDS2018,True,16,3,full,0.001,False,aic,0.990808135424032,0.988045611572661,0.992226917119758,0.9899773227319284
CSE-CIC-IDS2018,True,16,1,tied,1e-09,True,aic,0.9929709270889656,0.9935468075584422,0.9888623381704282,0.9911385075880592
CSE-CIC-IDS2018,True,16,2,tied,1e-09,True,accuracy,0.992929334941563,0.9934908815310642,0.988834032011008,0.9910963939425906
CSE-CIC-IDS2018,True,16,2,tied,1e-09,True,f1_score,0.992929334941563,0.9934908815310642,0.988834032011008,0.9910963939425906
CSE-CIC-IDS2018,True,16,3,tied,1e-09,False,aic,0.992929334941563,0.9934908815310642,0.9887055426481476,0.9910322639343192
CSE-CIC-IDS2018,True,16,1,tied,1e-06,True,aic,0.9941770993636402,0.9939927663869204,0.9909000388021766,0.9924071846698096
CSE-CIC-IDS2018,True,16,1,tied,1e-06,True,accuracy,0.9941770993636402,0.9939927663869204,0.9909000388021766,0.9924071846698096
CSE-CIC-IDS2018,True,16,1,tied,1e-06,True,f1_score,0.9941770993636402,0.9939927663869204,0.9909000388021766,0.9924071846698096
CSE-CIC-IDS2018,True,16,3,tied,1e-06,False,aic,0.9940523229214324,0.9939097568160206,0.9906197697438808,0.9922250426817432
CSE-CIC-IDS2018,True,16,3,tied,0.001,True,aic,0.9859834463253336,0.9829999153985368,0.9879759711812556,0.9851322409238832
CSE-CIC-IDS2018,True,16,3,tied,0.001,True,accuracy,0.9859834463253336,0.9829999153985368,0.9879759711812556,0.9851322409238832
CSE-CIC-IDS2018,True,16,3,tied,0.001,True,f1_score,0.9859834463253336,0.9829999153985368,0.9879759711812556,0.9851322409238832
CSE-CIC-IDS2018,True,16,3,tied,0.001,False,aic,0.9859834463253336,0.9829999153985368,0.9879759711812556,0.9851322409238832
CSE-CIC-IDS2018,True,16,2,diag,1e-09,True,aic,0.9888948966435136,0.9864321565936778,0.9897375943605958,0.9879039261652074
CSE-CIC-IDS2018,True,16,3,diag,1e-09,True,accuracy,0.9897267395915652,0.9927287429584398,0.9854131598430932,0.9888067320679936
CSE-CIC-IDS2018,True,16,3,diag,1e-09,True,f1_score,0.9897267395915652,0.9927287429584398,0.9854131598430932,0.9888067320679936
CSE-CIC-IDS2018,True,16,3,diag,1e-09,False,aic,0.9897267395915652,0.9927287429584398,0.9854131598430932,0.9888067320679936
CSE-CIC-IDS2018,True,16,2,diag,1e-06,True,aic,0.9866905128311776,0.983521132490457,0.9883326298297256,0.9855834192276758
CSE-CIC-IDS2018,True,16,3,diag,1e-06,True,accuracy,0.9900594767707857,0.9928355130995162,0.9855746052623626,0.988971721798864
CSE-CIC-IDS2018,True,16,3,diag,1e-06,True,f1_score,0.9900594767707857,0.9928355130995162,0.9855746052623626,0.988971721798864
CSE-CIC-IDS2018,True,16,3,diag,1e-06,False,aic,0.9900594767707857,0.9928355130995162,0.9855746052623626,0.988971721798864
CSE-CIC-IDS2018,True,16,3,diag,0.001,True,aic,0.9838622468078028,0.982508311779016,0.9688516220402796,0.9746125540776136
CSE-CIC-IDS2018,True,16,3,diag,0.001,True,accuracy,0.9838622468078028,0.982508311779016,0.9688516220402796,0.9746125540776136
CSE-CIC-IDS2018,True,16,3,diag,0.001,True,f1_score,0.9838622468078028,0.982508311779016,0.9688516220402796,0.9746125540776136
CSE-CIC-IDS2018,True,16,3,diag,0.001,False,aic,0.9838622468078028,0.982508311779016,0.9688516220402796,0.9746125540776136
CSE-CIC-IDS2018,True,32,1,full,1e-09,True,aic,0.9930957035311732,0.9933850915215312,0.9899421034853084,0.9916187683501864
CSE-CIC-IDS2018,True,32,2,full,1e-09,True,accuracy,0.9936779935948094,0.99377010107307,0.9906592459515696,0.992179968108827
CSE-CIC-IDS2018,True,32,2,full,1e-09,True,f1_score,0.9936779935948094,0.99377010107307,0.9906592459515696,0.992179968108827
CSE-CIC-IDS2018,True,32,3,full,1e-09,False,aic,0.9934284407103938,0.9921910099969192,0.990593252846506,0.9913323654439772
CSE-CIC-IDS2018,True,32,2,full,1e-06,True,aic,0.8787172981741047,0.8642176278022272,0.9113016318339828,0.8335920790374205
CSE-CIC-IDS2018,True,32,1,full,1e-06,True,accuracy,0.9948009815746788,0.9943919442287426,0.9925497060653802,0.9934464448535456
CSE-CIC-IDS2018,True,32,1,full,1e-06,True,f1_score,0.9948009815746788,0.9943919442287426,0.9925497060653802,0.9934464448535456
CSE-CIC-IDS2018,True,32,3,full,1e-06,False,aic,0.992347044877927,0.9905451507954992,0.9912654552754042,0.9908106308981176
CSE-CIC-IDS2018,True,32,3,full,0.001,True,aic,0.9832799567441668,0.9786680239620414,0.9867209656345156,0.9820456728563086
CSE-CIC-IDS2018,True,32,3,full,0.001,True,accuracy,0.9832799567441668,0.9786680239620414,0.9867209656345156,0.9820456728563086
CSE-CIC-IDS2018,True,32,2,full,0.001,True,f1_score,0.9841949839870232,0.9806053640435431,0.9869703677331112,0.9832568404739922
CSE-CIC-IDS2018,True,32,3,full,0.001,False,aic,0.9832799567441668,0.9786680239620414,0.9867209656345156,0.9820456728563086
CSE-CIC-IDS2018,True,32,2,tied,1e-09,True,aic,0.9930957035311732,0.9933842793306594,0.9899147654900902,0.9916050587492018
CSE-CIC-IDS2018,True,32,3,tied,1e-09,True,accuracy,0.9931788878259784,0.9934675476668212,0.9899722499875124,0.9916757869160444
CSE-CIC-IDS2018,True,32,3,tied,1e-09,True,f1_score,0.9931788878259784,0.9934675476668212,0.9899722499875124,0.9916757869160444
CSE-CIC-IDS2018,True,32,3,tied,1e-09,False,aic,0.9931788878259784,0.9934675476668212,0.9899722499875124,0.9916757869160444
CSE-CIC-IDS2018,True,32,2,tied,1e-06,True,aic,0.9948425737220812,0.9944198066804502,0.992578884403382,0.9934751017734236
CSE-CIC-IDS2018,True,32,1,tied,1e-06,True,accuracy,0.9948009815746788,0.9943919442287426,0.9925497060653802,0.9934464448535456
CSE-CIC-IDS2018,True,32,1,tied,1e-06,True,f1_score,0.9948009815746788,0.9943919442287426,0.9925497060653802,0.9934464448535456
CSE-CIC-IDS2018,True,32,3,tied,1e-06,False,aic,0.9947593894272762,0.9943632045915392,0.9924289450507296,0.9933720070843196
CSE-CIC-IDS2018,True,32,3,tied,0.001,True,aic,0.9842781682818283,0.9807392991758284,0.986869222584738,0.9832826149582936
CSE-CIC-IDS2018,True,32,3,tied,0.001,True,accuracy,0.9842781682818283,0.9807392991758284,0.986869222584738,0.9832826149582936
CSE-CIC-IDS2018,True,32,3,tied,0.001,True,f1_score,0.9842781682818283,0.9807392991758284,0.986869222584738,0.9832826149582936
CSE-CIC-IDS2018,True,32,3,tied,0.001,False,aic,0.9842781682818283,0.9807392991758284,0.986869222584738,0.9832826149582936
CSE-CIC-IDS2018,True,32,3,diag,1e-09,True,aic,0.9688474815954748,0.954886684176543,0.9764736406962226,0.9638051126082456
CSE-CIC-IDS2018,True,32,3,diag,1e-09,True,accuracy,0.9688474815954748,0.954886684176543,0.9764736406962226,0.9638051126082456
CSE-CIC-IDS2018,True,32,3,diag,1e-09,True,f1_score,0.9688474815954748,0.954886684176543,0.9764736406962226,0.9638051126082456
CSE-CIC-IDS2018,True,32,3,diag,1e-09,False,aic,0.9688474815954748,0.954886684176543,0.9764736406962226,0.9638051126082456
CSE-CIC-IDS2018,True,32,3,diag,1e-06,True,aic,0.9567441667013268,0.9350459118227816,0.9633570651915564,0.9441806962557744
CSE-CIC-IDS2018,True,32,3,diag,1e-06,True,accuracy,0.9567441667013268,0.9350459118227816,0.9633570651915564,0.9441806962557744
CSE-CIC-IDS2018,True,32,3,diag,1e-06,True,f1_score,0.9567441667013268,0.9350459118227816,0.9633570651915564,0.9441806962557744
CSE-CIC-IDS2018,True,32,3,diag,1e-06,False,aic,0.9567441667013268,0.9350459118227816,0.9633570651915564,0.9441806962557744
CSE-CIC-IDS2018,True,32,3,diag,0.001,True,aic,0.9441833381857504,0.9227431845085766,0.938418867232996,0.9230743541123484
CSE-CIC-IDS2018,True,32,2,diag,0.001,True,accuracy,0.9478018550097742,0.9187705622684756,0.960794918545782,0.9358810155758678
CSE-CIC-IDS2018,True,32,2,diag,0.001,True,f1_score,0.9478018550097742,0.9187705622684756,0.960794918545782,0.9358810155758678
CSE-CIC-IDS2018,True,32,3,diag,0.001,False,aic,0.9441833381857504,0.9227431845085766,0.938418867232996,0.9230743541123484
CSE-CIC-IDS2018,True,64,1,full,1e-09,True,aic,0.9934700328577964,0.9933928896068052,0.9915683836425924,0.9924507421248516
CSE-CIC-IDS2018,True,64,3,full,1e-09,True,accuracy,0.9963398910285738,0.9953849411416528,0.9962349746694495,0.9958049563260531
CSE-CIC-IDS2018,True,64,3,full,1e-09,True,f1_score,0.9963398910285738,0.9953849411416528,0.9962349746694495,0.9958049563260531
CSE-CIC-IDS2018,True,64,3,full,1e-09,False,aic,0.9963398910285738,0.9953849411416528,0.9962349746694495,0.9958049563260531
CSE-CIC-IDS2018,True,64,3,full,1e-06,True,aic,0.996797404650002,0.995162215725252,0.9972349383005952,0.9961906029678956
CSE-CIC-IDS2018,True,64,3,full,1e-06,True,accuracy,0.996797404650002,0.995162215725252,0.9972349383005952,0.9961906029678956
CSE-CIC-IDS2018,True,64,3,full,1e-06,True,f1_score,0.996797404650002,0.995162215725252,0.9972349383005952,0.9961906029678956
CSE-CIC-IDS2018,True,64,3,full,1e-06,False,aic,0.996797404650002,0.995162215725252,0.9972349383005952,0.9961906029678956
CSE-CIC-IDS2018,True,64,3,full,0.001,True,aic,0.9856091169987108,0.9812618730284948,0.9888032322445848,0.9845747311950106
CSE-CIC-IDS2018,True,64,2,full,0.001,True,accuracy,0.9866905128311776,0.983302387464743,0.988571074645013,0.9855604847110636
CSE-CIC-IDS2018,True,64,2,full,0.001,True,f1_score,0.9866905128311776,0.983302387464743,0.988571074645013,0.9855604847110636
CSE-CIC-IDS2018,True,64,3,full,0.001,False,aic,0.9856091169987108,0.9812618730284948,0.9888032322445848,0.9845747311950106
CSE-CIC-IDS2018,True,64,2,tied,1e-09,True,aic,0.9934700328577964,0.9933919179182954,0.9915410456473738,0.9924370928228444
CSE-CIC-IDS2018,True,64,3,tied,1e-09,True,accuracy,0.9935532171526016,0.9934472888272556,0.9917562876120096,0.99257526646737
CSE-CIC-IDS2018,True,64,3,tied,1e-09,True,f1_score,0.9935532171526016,0.9934472888272556,0.9917562876120096,0.99257526646737
CSE-CIC-IDS2018,True,64,3,tied,1e-09,False,aic,0.9935532171526016,0.9934472888272556,0.9917562876120096,0.99257526646737
CSE-CIC-IDS2018,True,64,3,tied,1e-06,True,aic,0.994593020837666,0.9942235083479886,0.9924733750833468,0.99332385566353
CSE-CIC-IDS2018,True,64,1,tied,1e-06,True,accuracy,0.9948009815746788,0.9943654792305217,0.9927012807590112,0.993508183220719
CSE-CIC-IDS2018,True,64,1,tied,1e-06,True,f1_score,0.9948009815746788,0.9943654792305217,0.9927012807590112,0.993508183220719
CSE-CIC-IDS2018,True,64,3,tied,1e-06,False,aic,0.994593020837666,0.9942235083479886,0.9924733750833468,0.99332385566353
CSE-CIC-IDS2018,True,64,3,tied,0.001,True,aic,0.9842365761344258,0.9805910692803804,0.9877211006860626,0.9836147019559104
CSE-CIC-IDS2018,True,64,3,tied,0.001,True,accuracy,0.9842365761344258,0.9805910692803804,0.9877211006860626,0.9836147019559104
CSE-CIC-IDS2018,True,64,3,tied,0.001,True,f1_score,0.9842365761344258,0.9805910692803804,0.9877211006860626,0.9836147019559104
CSE-CIC-IDS2018,True,64,3,tied,0.001,False,aic,0.9842365761344258,0.9805910692803804,0.9877211006860626,0.9836147019559104
CSE-CIC-IDS2018,True,64,3,diag,1e-09,True,aic,0.9719668926506676,0.9582934052726166,0.9787783524536312,0.9667870732655852
CSE-CIC-IDS2018,True,64,2,diag,1e-09,True,accuracy,0.9770411346337812,0.9508257181816084,0.9766451482332584,0.961288937744258
CSE-CIC-IDS2018,True,64,3,diag,1e-09,True,f1_score,0.9719668926506676,0.9582934052726166,0.9787783524536312,0.9667870732655852
CSE-CIC-IDS2018,True,64,3,diag,1e-09,False,aic,0.9719668926506676,0.9582934052726166,0.9787783524536312,0.9667870732655852
CSE-CIC-IDS2018,True,64,3,diag,1e-06,True,aic,0.9670174271097616,0.9480321443827048,0.9703619345011174,0.954933866079382
CSE-CIC-IDS2018,True,64,3,diag,1e-06,True,accuracy,0.9670174271097616,0.9480321443827048,0.9703619345011174,0.954933866079382
CSE-CIC-IDS2018,True,64,3,diag,1e-06,True,f1_score,0.9670174271097616,0.9480321443827048,0.9703619345011174,0.954933866079382
CSE-CIC-IDS2018,True,64,3,diag,1e-06,False,aic,0.9670174271097616,0.9480321443827048,0.9703619345011174,0.954933866079382
CSE-CIC-IDS2018,True,64,3,diag,0.001,True,aic,0.9533752027617186,0.933473019402954,0.9441324900103336,0.9323609132541074
CSE-CIC-IDS2018,True,64,2,diag,0.001,True,accuracy,0.968057230794826,0.9375255434978724,0.969411151518676,0.9506146798259888
CSE-CIC-IDS2018,True,64,2,diag,0.001,True,f1_score,0.968057230794826,0.9375255434978724,0.969411151518676,0.9506146798259888
CSE-CIC-IDS2018,True,64,3,diag,0.001,False,aic,0.9533752027617186,0.933473019402954,0.9441324900103336,0.9323609132541074
CSE-CIC-IDS2018,True,100,2,full,1e-09,True,aic,0.9935116250051992,0.992174988844653,0.991623778012709,0.9918171481419916
CSE-CIC-IDS2018,True,100,2,full,1e-09,True,accuracy,0.9935116250051992,0.992174988844653,0.991623778012709,0.9918171481419916
CSE-CIC-IDS2018,True,100,1,full,1e-09,True,f1_score,0.9935116250051992,0.993609377115486,0.9919113325578582,0.992733287156734
CSE-CIC-IDS2018,True,100,3,full,1e-09,False,aic,0.9919311234039012,0.9902216079919428,0.9907314950600068,0.990347837708604
CSE-CIC-IDS2018,True,100,3,full,1e-06,True,aic,0.9927629663519528,0.9908344591674126,0.9913866926177768,0.991009446926308
CSE-CIC-IDS2018,True,100,1,full,1e-06,True,accuracy,0.9948425737220812,0.9943935709083852,0.9928822195426162,0.9936151304223418
CSE-CIC-IDS2018,True,100,1,full,1e-06,True,f1_score,0.9948425737220812,0.9943935709083852,0.9928822195426162,0.9936151304223418
CSE-CIC-IDS2018,True,100,3,full,1e-06,False,aic,0.9927629663519528,0.9908344591674126,0.9913866926177768,0.991009446926308
CSE-CIC-IDS2018,True,100,3,full,0.001,True,aic,0.9903922139500062,0.9875331610134982,0.9916151227072406,0.9893651623278936
CSE-CIC-IDS2018,True,100,3,full,0.001,True,accuracy,0.9903922139500062,0.9875331610134982,0.9916151227072406,0.9893651623278936
CSE-CIC-IDS2018,True,100,3,full,0.001,True,f1_score,0.9903922139500062,0.9875331610134982,0.9916151227072406,0.9893651623278936
CSE-CIC-IDS2018,True,100,3,full,0.001,False,aic,0.9903922139500062,0.9875331610134982,0.9916151227072406,0.9893651623278936
CSE-CIC-IDS2018,True,100,3,tied,1e-09,True,aic,0.9935948093000042,0.993664585654722,0.991969689233862,0.9927905980780504
CSE-CIC-IDS2018,True,100,1,tied,1e-09,True,accuracy,0.9935116250051992,0.993609377115486,0.9919113325578582,0.992733287156734
CSE-CIC-IDS2018,True,100,1,tied,1e-09,True,f1_score,0.9935116250051992,0.993609377115486,0.9919113325578582,0.992733287156734
CSE-CIC-IDS2018,True,100,3,tied,1e-09,False,aic,0.9935948093000042,0.993664585654722,0.991969689233862,0.9927905980780504
CSE-CIC-IDS2018,True,100,3,tied,1e-06,True,aic,0.9948009815746788,0.994364784518687,0.992825703209396,0.9935727899673285
CSE-CIC-IDS2018,True,100,2,tied,1e-06,True,accuracy,0.9949257580168864,0.9944493523122512,0.99294057621862,0.9936724689552978
CSE-CIC-IDS2018,True,100,2,tied,1e-06,True,f1_score,0.9949257580168864,0.9944493523122512,0.99294057621862,0.9936724689552978
CSE-CIC-IDS2018,True,100,3,tied,1e-06,False,aic,0.9948009815746788,0.994364784518687,0.992825703209396,0.9935727899673285
CSE-CIC-IDS2018,True,100,3,tied,0.001,True,aic,0.9836126939233872,0.9797545343275772,0.9870051366216552,0.9828033301902176
CSE-CIC-IDS2018,True,100,3,tied,0.001,True,accuracy,0.9836126939233872,0.9797545343275772,0.9870051366216552,0.9828033301902176
CSE-CIC-IDS2018,True,100,3,tied,0.001,True,f1_score,0.9836126939233872,0.9797545343275772,0.9870051366216552,0.9828033301902176
CSE-CIC-IDS2018,True,100,3,tied,0.001,False,aic,0.9836126939233872,0.9797545343275772,0.9870051366216552,0.9828033301902176
CSE-CIC-IDS2018,True,100,2,diag,1e-09,True,aic,0.9833631410389718,0.9797031008993712,0.9861651433516704,0.9822898601039166
CSE-CIC-IDS2018,True,100,2,diag,1e-09,True,accuracy,0.9833631410389718,0.9797031008993712,0.9861651433516704,0.9822898601039166
CSE-CIC-IDS2018,True,100,2,diag,1e-09,True,f1_score,0.9833631410389718,0.9797031008993712,0.9861651433516704,0.9822898601039166
CSE-CIC-IDS2018,True,100,3,diag,1e-09,False,aic,0.9807012436052074,0.9687225759663376,0.9836980731433312,0.9752994638166232
CSE-CIC-IDS2018,True,100,3,diag,1e-06,True,aic,0.9812835336688434,0.969269502273688,0.983907441376022,0.9756557137107102
CSE-CIC-IDS2018,True,100,2,diag,1e-06,True,accuracy,0.9838206546604,0.9797562275504244,0.985912611160642,0.9822537808966448
CSE-CIC-IDS2018,True,100,2,diag,1e-06,True,f1_score,0.9838206546604,0.9797562275504244,0.985912611160642,0.9822537808966448
CSE-CIC-IDS2018,True,100,3,diag,1e-06,False,aic,0.9812835336688434,0.969269502273688,0.983907441376022,0.9756557137107102
CSE-CIC-IDS2018,True,100,3,diag,0.001,True,aic,0.9643971218233998,0.9471431706825624,0.9564434418651808,0.9476770638606796
CSE-CIC-IDS2018,True,100,2,diag,0.001,True,accuracy,0.97928711059352,0.9740401295596058,0.9824894034687534,0.9773287971282772
CSE-CIC-IDS2018,True,100,2,diag,0.001,True,f1_score,0.97928711059352,0.9740401295596058,0.9824894034687534,0.9773287971282772
CSE-CIC-IDS2018,True,100,3,diag,0.001,False,aic,0.9643971218233998,0.9471431706825624,0.9564434418651808,0.9476770638606796
LYCOS-IDS2017,True,1,1,full,1e-09,True,aic,0.9956242283390224,0.9735718076064966,0.9697456804129372,0.9700533507780024
LYCOS-IDS2017,True,1,1,full,1e-09,True,accuracy,0.9956242283390224,0.9735718076064966,0.9697456804129372,0.9700533507780024
LYCOS-IDS2017,True,1,1,full,1e-09,True,f1_score,0.9956242283390224,0.9735718076064966,0.9697456804129372,0.9700533507780024
LYCOS-IDS2017,True,1,3,full,1e-09,False,aic,0.9942624736727432,0.9711102060583108,0.9524587700585698,0.9591554272328376
LYCOS-IDS2017,True,1,1,full,1e-06,True,aic,0.9962234003921854,0.9780183887296596,0.9699970516349056,0.9726645893482692
LYCOS-IDS2017,True,1,1,full,1e-06,True,accuracy,0.9962234003921854,0.9780183887296596,0.9699970516349056,0.9726645893482692
LYCOS-IDS2017,True,1,1,full,1e-06,True,f1_score,0.9962234003921854,0.9780183887296596,0.9699970516349056,0.9726645893482692
LYCOS-IDS2017,True,1,3,full,1e-06,False,aic,0.994462197690464,0.9702219016874984,0.9549459409743096,0.960040150860395
LYCOS-IDS2017,True,1,1,full,0.001,True,aic,0.9963323407654876,0.9737709323986242,0.9704173129014912,0.9706331118871724
LYCOS-IDS2017,True,1,1,full,0.001,True,accuracy,0.9963323407654876,0.9737709323986242,0.9704173129014912,0.9706331118871724
LYCOS-IDS2017,True,1,1,full,0.001,True,f1_score,0.9963323407654876,0.9737709323986242,0.9704173129014912,0.9706331118871724
LYCOS-IDS2017,True,1,3,full,0.001,False,aic,0.9946437649793012,0.9710383926237016,0.9563954801727186,0.9611082184137478
LYCOS-IDS2017,True,1,1,tied,1e-09,True,aic,0.9956242283390224,0.9735718076064966,0.9697456804129372,0.9700533507780024
LYCOS-IDS2017,True,1,1,tied,1e-09,True,accuracy,0.9956242283390224,0.9735718076064966,0.9697456804129372,0.9700533507780024
LYCOS-IDS2017,True,1,1,tied,1e-09,True,f1_score,0.9956242283390224,0.9735718076064966,0.9697456804129372,0.9700533507780024
LYCOS-IDS2017,True,1,3,tied,1e-09,False,aic,0.99551528796572,0.974244186450579,0.968242222275559,0.9697194355083676
LYCOS-IDS2017,True,1,1,tied,1e-06,True,aic,0.9962234003921854,0.9780183887296596,0.9699970516349056,0.9726645893482692
LYCOS-IDS2017,True,1,1,tied,1e-06,True,accuracy,0.9962234003921854,0.9780183887296596,0.9699970516349056,0.9726645893482692
LYCOS-IDS2017,True,1,1,tied,1e-06,True,f1_score,0.9962234003921854,0.9780183887296596,0.9699970516349056,0.9726645893482692
LYCOS-IDS2017,True,1,3,tied,1e-06,False,aic,0.995987362916697,0.9782579666374884,0.9679370560823628,0.9717986006926994
LYCOS-IDS2017,True,1,1,tied,0.001,True,aic,0.9963323407654876,0.9737709323986242,0.9704173129014912,0.9706331118871724
LYCOS-IDS2017,True,1,1,tied,0.001,True,accuracy,0.9963323407654876,0.9737709323986242,0.9704173129014912,0.9706331118871724
LYCOS-IDS2017,True,1,3,tied,0.001,True,f1_score,0.9960781465611156,0.9782793630584524,0.9685529713324242,0.9721124191489836
LYCOS-IDS2017,True,1,3,tied,0.001,False,aic,0.9960781465611156,0.9782793630584524,0.9685529713324242,0.9721124191489836
LYCOS-IDS2017,True,1,1,diag,1e-09,True,aic,0.9753613189047862,0.8525913990622018,0.9106473504378516,0.870499556573953
LYCOS-IDS2017,True,1,3,diag,1e-09,True,accuracy,0.9944077275038128,0.9590246462919492,0.9593326560282546,0.9582076757096712
LYCOS-IDS2017,True,1,3,diag,1e-09,True,f1_score,0.9944077275038128,0.9590246462919492,0.9593326560282546,0.9582076757096712
LYCOS-IDS2017,True,1,3,diag,1e-09,False,aic,0.9944077275038128,0.9590246462919492,0.9593326560282546,0.9582076757096712
LYCOS-IDS2017,True,1,1,diag,1e-06,True,aic,0.974054034425158,0.8492798717463499,0.9121033964635784,0.8691033898319396
LYCOS-IDS2017,True,1,3,diag,1e-06,True,accuracy,0.9871813494080908,0.9224337871086316,0.9576645189029428,0.9366638157754622
LYCOS-IDS2017,True,1,2,diag,1e-06,True,f1_score,0.9864550802527416,0.9246583443178008,0.9531607830976369,0.9350348754487584
LYCOS-IDS2017,True,1,3,diag,1e-06,False,aic,0.9871813494080908,0.9224337871086316,0.9576645189029428,0.9366638157754622
LYCOS-IDS2017,True,1,1,diag,0.001,True,aic,0.9748529304960418,0.8517125122556274,0.9185667394772064,0.875235469173572
LYCOS-IDS2017,True,1,3,diag,0.001,True,accuracy,0.994462197690464,0.958126270922416,0.959811578462313,0.9579670043937388
LYCOS-IDS2017,True,1,3,diag,0.001,True,f1_score,0.994462197690464,0.958126270922416,0.959811578462313,0.9579670043937388
LYCOS-IDS2017,True,1,3,diag,0.001,False,aic,0.994462197690464,0.958126270922416,0.959811578462313,0.9579670043937388
LYCOS-IDS2017,True,2,1,full,1e-09,True,aic,0.9984748347737672,0.990975125626827,0.98969303217719,0.9903228610438406
LYCOS-IDS2017,True,2,1,full,1e-09,True,accuracy,0.9984748347737672,0.990975125626827,0.98969303217719,0.9903228610438406
LYCOS-IDS2017,True,2,1,full,1e-09,True,f1_score,0.9984748347737672,0.990975125626827,0.98969303217719,0.9903228610438406
LYCOS-IDS2017,True,2,3,full,1e-09,False,aic,0.9972583339385576,0.9855463179240584,0.9798950397387736,0.98265452904925
LYCOS-IDS2017,True,2,1,full,1e-06,True,aic,0.9979482896361392,0.9855776357099112,0.988874908361561,0.987139613294156
LYCOS-IDS2017,True,2,3,full,1e-06,True,accuracy,0.997893819449488,0.988101135303796,0.9852173691686388,0.986567620338544
LYCOS-IDS2017,True,2,3,full,1e-06,True,f1_score,0.997893819449488,0.988101135303796,0.9852173691686388,0.986567620338544
LYCOS-IDS2017,True,2,3,full,1e-06,False,aic,0.997893819449488,0.988101135303796,0.9852173691686388,0.986567620338544
LYCOS-IDS2017,True,2,1,full,0.001,True,aic,0.9980390732805576,0.9854921532725692,0.9890460189329529,0.9872161402082064
LYCOS-IDS2017,True,2,3,full,0.001,True,accuracy,0.9979664463650229,0.9879830821900224,0.9855759315885172,0.9867087875272932
