dataset,attack_only,train_percentage,n_components,covariance_type,reg_covar,tune_components,selection_metric,accuracy,precision,recall,f1_score
CIC-IDS2017,True,32,3,diag,1e-06,True,f1_score,0.9907929150098876,0.9478960905567104,0.978326517880218,0.9617172796850976
CIC-IDS2017,True,32,3,diag,1e-06,False,aic,0.9907929150098876,0.9478960905567104,0.978326517880218,0.9617172796850976
CIC-IDS2017,True,32,3,diag,0.001,True,aic,0.9746752004082588,0.895436866177394,0.9680192593066312,0.9227300059220706
CIC-IDS2017,True,32,3,diag,0.001,True,accuracy,0.9746752004082588,0.895436866177394,0.9680192593066312,0.9227300059220706
CIC-IDS2017,True,32,3,diag,0.001,True,f1_score,0.9746752004082588,0.895436866177394,0.9680192593066312,0.9227300059220706
CIC-IDS2017,True,32,3,diag,0.001,False,aic,0.9746752004082588,0.895436866177394,0.9680192593066312,0.9227300059220706
CIC-IDS2017,True,64,2,full,1e-09,True,aic,0.9989368262136128,0.9945387194537592,0.991737964596608,0.9931127186230913
CIC-IDS2017,True,64,2,full,1e-09,True,accuracy,0.9989368262136128,0.9945387194537592,0.991737964596608,0.9931127186230913
CIC-IDS2017,True,64,2,full,1e-09,True,f1_score,0.9989368262136128,0.9945387194537592,0.991737964596608,0.9931127186230913
CIC-IDS2017,True,64,3,full,1e-09,False,aic,0.9988305088349742,0.9941225250521843,0.991189802730686,0.9926166058623442
CIC-IDS2017,True,64,3,full,1e-06,True,aic,0.9984477662718748,0.9913674746385038,0.9885303207837524,0.9898603851527376
CIC-IDS2017,True,64,2,full,1e-06,True,accuracy,0.9991281974951626,0.995432534163934,0.9943567454591192,0.9948929096603866
CIC-IDS2017,True,64,2,full,1e-06,True,f1_score,0.9991281974951626,0.995432534163934,0.9943567454591192,0.9948929096603866
CIC-IDS2017,True,64,3,full,1e-06,False,aic,0.9984477662718748,0.9913674746385038,0.9885303207837524,0.9898603851527376
CIC-IDS2017,True,64,3,full,0.001,True,aic,0.996682897786472,0.9826733364942792,0.9918382556983456,0.9870080816713726
CIC-IDS2017,True,64,3,full,0.001,True,accuracy,0.996682897786472,0.9826733364942792,0.9918382556983456,0.9870080816713726
CIC-IDS2017,True,64,3,full,0.001,True,f1_score,0.996682897786472,0.9826733364942792,0.9918382556983456,0.9870080816713726
CIC-IDS2017,True,64,3,full,0.001,False,aic,0.996682897786472,0.9826733364942792,0.9918382556983456,0.9870080816713726
CIC-IDS2017,True,64,1,tied,1e-09,True,aic,0.9981926045631418,0.9913277619529328,0.991423664842282,0.9912933465188454
CIC-IDS2017,True,64,2,tied,1e-09,True,accuracy,0.9984690297476024,0.993296037722974,0.9937310840826088,0.9934638338975323
CIC-IDS2017,True,64,2,tied,1e-09,True,f1_score,0.9984690297476024,0.993296037722974,0.9937310840826088,0.9934638338975323
CIC-IDS2017,True,64,3,tied,1e-09,False,aic,0.998171341087414,0.9913834999008144,0.9912700550112528,0.9912432517457128
CIC-IDS2017,True,64,3,tied,1e-06,True,aic,0.9982776584660528,0.9910739095453795,0.9926896104535404,0.9918486661913388
CIC-IDS2017,True,64,1,tied,1e-06,True,accuracy,0.9982989219417806,0.991250227331522,0.9928432202845696,0.9920139484592492
CIC-IDS2017,True,64,1,tied,1e-06,True,f1_score,0.9982989219417806,0.991250227331522,0.9928432202845696,0.9920139484592492
CIC-IDS2017,True,64,3,tied,1e-06,False,aic,0.9982776584660528,0.9910739095453795,0.9926896104535404,0.9918486661913388
CIC-IDS2017,True,64,3,tied,0.001,True,aic,0.996534053456378,0.9821286285029908,0.990454614806196,0.9860546840425334
CIC-IDS2017,True,64,3,tied,0.001,True,accuracy,0.996534053456378,0.9821286285029908,0.990454614806196,0.9860546840425334
CIC-IDS2017,True,64,3,tied,0.001,True,f1_score,0.996534053456378,0.9821286285029908,0.990454614806196,0.9860546840425334
CIC-IDS2017,True,64,3,tied,0.001,False,aic,0.996534053456378,0.9821286285029908,0.990454614806196,0.9860546840425334
CIC-IDS2017,True,64,2,diag,1e-09,True,aic,0.9931318973399392,0.9567497651463528,0.9704379982749436,0.9634995746603234
CIC-IDS2017,True,64,3,diag,1e-09,True,accuracy,0.9935996938059496,0.960261719807721,0.9761358346689624,0.966329333421201
CIC-IDS2017,True,64,3,diag,1e-09,True,f1_score,0.9935996938059496,0.960261719807721,0.9761358346689624,0.966329333421201
CIC-IDS2017,True,64,3,diag,1e-09,False,aic,0.9935996938059496,0.960261719807721,0.9761358346689624,0.966329333421201
CIC-IDS2017,True,64,3,diag,1e-06,True,aic,0.9919411426991857,0.9502428690067996,0.9726854410478184,0.9600886343002668
CIC-IDS2017,True,64,3,diag,1e-06,True,accuracy,0.9919411426991857,0.9502428690067996,0.9726854410478184,0.9600886343002668
CIC-IDS2017,True,64,3,diag,1e-06,True,f1_score,0.9919411426991857,0.9502428690067996,0.9726854410478184,0.9600886343002668
CIC-IDS2017,True,64,3,diag,1e-06,False,aic,0.9919411426991857,0.9502428690067996,0.9726854410478184,0.9600886343002668
CIC-IDS2017,True,64,3,diag,0.001,True,aic,0.9736120266218716,0.8857401519000444,0.9636201284014452,0.9156372133164692
CIC-IDS2017,True,64,3,diag,0.001,True,accuracy,0.9736120266218716,0.8857401519000444,0.9636201284014452,0.9156372133164692
CIC-IDS2017,True,64,3,diag,0.001,True,f1_score,0.9736120266218716,0.8857401519000444,0.9636201284014452,0.9156372133164692
CIC-IDS2017,True,64,3,diag,0.001,False,aic,0.9736120266218716,0.8857401519000444,0.9636201284014452,0.9156372133164692
CIC-IDS2017,True,100,1,full,1e-09,True,aic,0.998171341087414,0.9904348733909312,0.991558274442262,0.990950804550946
CIC-IDS2017,True,100,2,full,1e-09,True,accuracy,0.9989155627378852,0.9943572427327791,0.991644297052575,0.992974123735568
CIC-IDS2017,True,100,1,full,1e-09,True,f1_score,0.998171341087414,0.9904348733909312,0.991558274442262,0.990950804550946
CIC-IDS2017,True,100,3,full,1e-09,False,aic,0.9984052393204194,0.9902911322676462,0.991800533452316,0.9909956518968732
CIC-IDS2017,True,100,2,full,1e-06,True,aic,0.9982351315145974,0.9907380902424966,0.987835697522122,0.9892170062367382
CIC-IDS2017,True,100,1,full,1e-06,True,accuracy,0.998341448893236,0.9913234661985242,0.9933908914642609,0.9923206850554172
CIC-IDS2017,True,100,1,full,1e-06,True,f1_score,0.998341448893236,0.9913234661985242,0.9933908914642609,0.9923206850554172
CIC-IDS2017,True,100,3,full,1e-06,False,aic,0.997852388951498,0.9867336863803858,0.98735564177943,0.9868723151762608
CIC-IDS2017,True,100,3,full,0.001,True,aic,0.9968104786408386,0.983328592659357,0.992769451699509,0.9878269755969116
CIC-IDS2017,True,100,3,full,0.001,True,accuracy,0.9968104786408386,0.983328592659357,0.992769451699509,0.9878269755969116
CIC-IDS2017,True,100,3,full,0.001,True,f1_score,0.9968104786408386,0.983328592659357,0.992769451699509,0.9878269755969116
CIC-IDS2017,True,100,3,full,0.001,False,aic,0.9968104786408386,0.983328592659357,0.992769451699509,0.9878269755969116
CIC-IDS2017,True,100,1,tied,1e-09,True,aic,0.998171341087414,0.9904348733909312,0.991558274442262,0.990950804550946
CIC-IDS2017,True,100,3,tied,1e-09,True,accuracy,0.998341448893236,0.9915999732214876,0.9930498766140662,0.9922863844484198
CIC-IDS2017,True,100,3,tied,1e-09,True,f1_score,0.998341448893236,0.9915999732214876,0.9930498766140662,0.9922863844484198
CIC-IDS2017,True,100,3,tied,1e-09,False,aic,0.998341448893236,0.9915999732214876,0.9930498766140662,0.9922863844484198
CIC-IDS2017,True,100,3,tied,1e-06,True,aic,0.9983201854175084,0.9913134689318944,0.993042890251446,0.9921379244209918
CIC-IDS2017,True,100,2,tied,1e-06,True,accuracy,0.9982989219417806,0.991196523617526,0.9930359038888258,0.9920742506492348
CIC-IDS2017,True,100,2,tied,1e-06,True,f1_score,0.9982989219417806,0.991196523617526,0.9930359038888258,0.9920742506492348
CIC-IDS2017,True,100,3,tied,1e-06,False,aic,0.9983201854175084,0.9913134689318944,0.993042890251446,0.9921379244209918
CIC-IDS2017,True,100,3,tied,0.001,True,aic,0.9967041612622,0.9828838770027648,0.9915502873466184,0.9869868240232096
CIC-IDS2017,True,100,3,tied,0.001,True,accuracy,0.9967041612622,0.9828838770027648,0.9915502873466184,0.9869868240232096
CIC-IDS2017,True,100,3,tied,0.001,True,f1_score,0.9967041612622,0.9828838770027648,0.9915502873466184,0.9869868240232096
CIC-IDS2017,True,100,3,tied,0.001,False,aic,0.9967041612622,0.9828838770027648,0.9915502873466184,0.9869868240232096
CIC-IDS2017,True,100,2,diag,1e-09,True,aic,0.9852006208934913,0.9170693094531492,0.9669409509522026,0.9371387138029826
CIC-IDS2017,True,100,3,diag,1e-09,True,accuracy,0.9914308192817198,0.948253130132782,0.974901034000977,0.9589470154968268
CIC-IDS2017,True,100,3,diag,1e-09,True,f1_score,0.9914308192817198,0.948253130132782,0.974901034000977,0.9589470154968268
CIC-IDS2017,True,100,3,diag,1e-09,False,aic,0.9914308192817198,0.948253130132782,0.974901034000977,0.9589470154968268
CIC-IDS2017,True,100,3,diag,1e-06,True,aic,0.9906865976312488,0.942564198472764,0.9726952571645078,0.9560085039829052
CIC-IDS2017,True,100,3,diag,1e-06,True,accuracy,0.9906865976312488,0.942564198472764,0.9726952571645078,0.9560085039829052
CIC-IDS2017,True,100,3,diag,1e-06,True,f1_score,0.9906865976312488,0.942564198472764,0.9726952571645078,0.9560085039829052
CIC-IDS2017,True,100,3,diag,1e-06,False,aic,0.9906865976312488,0.942564198472764,0.9726952571645078,0.9560085039829052
CIC-IDS2017,True,100,3,diag,0.001,True,aic,0.9910268132428928,0.945603999188746,0.9729932123584112,0.9586537604783524
CIC-IDS2017,True,100,3,diag,0.001,True,accuracy,0.9910268132428928,0.945603999188746,0.9729932123584112,0.9586537604783524
CIC-IDS2017,True,100,3,diag,0.001,True,f1_score,0.9910268132428928,0.945603999188746,0.9729932123584112,0.9586537604783524
CIC-IDS2017,True,100,3,diag,0.001,False,aic,0.9910268132428928,0.945603999188746,0.9729932123584112,0.9586537604783524
CSE-CIC-IDS2018,True,1,1,full,1e-09,True,aic,0.974628790084432,0.9833603841733984,0.9406232750434568,0.9581107275690296
CSE-CIC-IDS2018,True,1,3,full,1e-09,True,accuracy,0.9921806762883169,0.982671025053304,0.9841671222863474,0.9834127672113084
CSE-CIC-IDS2018,True,1,3,full,1e-09,True,f1_score,0.9921806762883169,0.982671025053304,0.9841671222863474,0.9834127672113084
CSE-CIC-IDS2018,True,1,3,full,1e-09,False,aic,0.9921806762883169,0.982671025053304,0.9841671222863474,0.9834127672113084
CSE-CIC-IDS2018,True,1,1,full,1e-06,True,aic,0.9865657363889696,0.9904907088790554,0.9676758447143398,0.9779866849736286
CSE-CIC-IDS2018,True,1,3,full,1e-06,True,accuracy,0.9900178846233832,0.9800555869320564,0.9810856549537436,0.9805486730045508
CSE-CIC-IDS2018,True,1,3,full,1e-06,True,f1_score,0.9900178846233832,0.9800555869320564,0.9810856549537436,0.9805486730045508
CSE-CIC-IDS2018,True,1,3,full,1e-06,False,aic,0.9900178846233832,0.9800555869320564,0.9810856549537436,0.9805486730045508
CSE-CIC-IDS2018,True,1,3,full,0.001,True,aic,0.9881046458428648,0.9789676187225352,0.975170146395672,0.9770006822127484
CSE-CIC-IDS2018,True,1,1,full,0.001,True,accuracy,0.9882294222850726,0.9798725044214396,0.9805350145079248,0.980182991606631
CSE-CIC-IDS2018,True,1,1,full,0.001,True,f1_score,0.9882294222850726,0.9798725044214396,0.9805350145079248,0.980182991606631
CSE-CIC-IDS2018,True,1,3,full,0.001,False,aic,0.9881046458428648,0.9789676187225352,0.975170146395672,0.9770006822127484
CSE-CIC-IDS2018,True,1,1,tied,1e-09,True,aic,0.974628790084432,0.9833603841733984,0.9406232750434568,0.9581107275690296
CSE-CIC-IDS2018,True,1,3,tied,1e-09,True,accuracy,0.9749615272636526,0.9835507371009676,0.94146404758946,0.9587440154678966
CSE-CIC-IDS2018,True,1,3,tied,1e-09,True,f1_score,0.9749615272636526,0.9835507371009676,0.94146404758946,0.9587440154678966
CSE-CIC-IDS2018,True,1,3,tied,1e-09,False,aic,0.9749615272636526,0.9835507371009676,0.94146404758946,0.9587440154678966
CSE-CIC-IDS2018,True,1,1,tied,1e-06,True,aic,0.9865657363889696,0.9904907088790554,0.9676758447143398,0.9779866849736286
CSE-CIC-IDS2018,True,1,1,tied,1e-06,True,accuracy,0.9865657363889696,0.9904907088790554,0.9676758447143398,0.9779866849736286
CSE-CIC-IDS2018,True,1,1,tied,1e-06,True,f1_score,0.9865657363889696,0.9904907088790554,0.9676758447143398,0.9779866849736286
CSE-CIC-IDS2018,True,1,3,tied,1e-06,False,aic,0.9866905128311776,0.9905701719216012,0.9678727317092192,0.978126525664872
CSE-CIC-IDS2018,True,1,1,tied,0.001,True,aic,0.9882294222850726,0.9798725044214396,0.9805350145079248,0.980182991606631
CSE-CIC-IDS2018,True,1,1,tied,0.001,True,accuracy,0.9882294222850726,0.9798725044214396,0.9805350145079248,0.980182991606631
CSE-CIC-IDS2018,True,1,1,tied,0.001,True,f1_score,0.9882294222850726,0.9798725044214396,0.9805350145079248,0.980182991606631
CSE-CIC-IDS2018,True,1,3,tied,0.001,False,aic,0.9871064343052032,0.9790678994043008,0.975266803686119,0.9770996506549042
CSE-CIC-IDS2018,True,1,1,diag,1e-09,True,aic,0.9634405024331406,0.9769490695926504,0.9479168916278184,0.9610621216182066
CSE-CIC-IDS2018,True,1,3,diag,1e-09,True,accuracy,0.9798278085097534,0.9802407550559484,0.961093336292782,0.9693747855123392
CSE-CIC-IDS2018,True,1,3,diag,1e-09,True,f1_score,0.9798278085097534,0.9802407550559484,0.961093336292782,0.9693747855123392
CSE-CIC-IDS2018,True,1,3,diag,1e-09,False,aic,0.9798278085097534,0.9802407550559484,0.961093336292782,0.9693747855123392
CSE-CIC-IDS2018,True,1,1,diag,1e-06,True,aic,0.9671422035519692,0.9774088225757004,0.9556207908398372,0.9657205016208036
CSE-CIC-IDS2018,True,1,3,diag,1e-06,True,accuracy,0.9794534791831302,0.9693615151484484,0.9640055943347722,0.9663328305925212
CSE-CIC-IDS2018,True,1,3,diag,1e-06,True,f1_score,0.9794534791831302,0.9693615151484484,0.9640055943347722,0.9663328305925212
CSE-CIC-IDS2018,True,1,3,diag,1e-06,False,aic,0.9794534791831302,0.9693615151484484,0.9640055943347722,0.9663328305925212
CSE-CIC-IDS2018,True,1,3,diag,0.001,True,aic,0.9772075032233914,0.965196517808911,0.9766587671623992,0.970229970807369
CSE-CIC-IDS2018,True,1,3,diag,0.001,True,accuracy,0.9772075032233914,0.965196517808911,0.9766587671623992,0.970229970807369
CSE-CIC-IDS2018,True,1,3,diag,0.001,True,f1_score,0.9772075032233914,0.965196517808911,0.9766587671623992,0.970229970807369
CSE-CIC-IDS2018,True,1,3,diag,0.001,False,aic,0.9772075032233914,0.965196517808911,0.9766587671623992,0.970229970807369
CSE-CIC-IDS2018,True,2,1,full,1e-09,True,aic,0.9812003493740382,0.9871920586095544,0.9587249905040812,0.971211998428946
CSE-CIC-IDS2018,True,2,3,full,1e-09,True,accuracy,0.9881046458428648,0.98968349606503,0.9778984403957792,0.9835138859817154
CSE-CIC-IDS2018,True,2,3,full,1e-09,True,f1_score,0.9881046458428648,0.98968349606503,0.9778984403957792,0.9835138859817154
CSE-CIC-IDS2018,True,2,3,full,1e-09,False,aic,0.9881046458428648,0.98968349606503,0.9778984403957792,0.9835138859817154
CSE-CIC-IDS2018,True,2,1,full,1e-06,True,aic,0.990808135424032,0.9921703828948027,0.9827282674713704,0.98724833994076
CSE-CIC-IDS2018,True,2,3,full,1e-06,True,accuracy,0.9923054527305244,0.9918565497998344,0.9877071710828652,0.9897100653838494
CSE-CIC-IDS2018,True,2,3,full,1e-06,True,f1_score,0.9923054527305244,0.9918565497998344,0.9877071710828652,0.9897100653838494
CSE-CIC-IDS2018,True,2,3,full,1e-06,False,aic,0.9923054527305244,0.9918565497998344,0.9877071710828652,0.9897100653838494
CSE-CIC-IDS2018,True,2,3,full,0.001,True,aic,0.9901842532129934,0.9881826934177648,0.9874990252192553,0.9876658738369724
CSE-CIC-IDS2018,True,2,3,full,0.001,True,accuracy,0.9901842532129934,0.9881826934177648,0.9874990252192553,0.9876658738369724
CSE-CIC-IDS2018,True,2,3,full,0.001,True,f1_score,0.9901842532129934,0.9881826934177648,0.9874990252192553,0.9876658738369724
CSE-CIC-IDS2018,True,2,3,full,0.001,False,aic,0.9901842532129934,0.9881826934177648,0.9874990252192553,0.9876658738369724
CSE-CIC-IDS2018,True,2,1,tied,1e-09,True,aic,0.9812003493740382,0.9871920586095544,0.9587249905040812,0.971211998428946
CSE-CIC-IDS2018,True,2,2,tied,1e-09,True,accuracy,0.9813667179636484,0.987291006867736,0.9592050255807604,0.9715497773672034
CSE-CIC-IDS2018,True,2,2,tied,1e-09,True,f1_score,0.9813667179636484,0.987291006867736,0.9592050255807604,0.9715497773672034
CSE-CIC-IDS2018,True,2,3,tied,1e-09,False,aic,0.9812419415214408,0.987183258351218,0.9587499161776356,0.9712233555834884
CSE-CIC-IDS2018,True,2,1,tied,1e-06,True,aic,0.990808135424032,0.9921703828948027,0.9827282674713704,0.98724833994076
CSE-CIC-IDS2018,True,2,1,tied,1e-06,True,accuracy,0.990808135424032,0.9921703828948027,0.9827282674713704,0.98724833994076
CSE-CIC-IDS2018,True,2,1,tied,1e-06,True,f1_score,0.990808135424032,0.9921703828948027,0.9827282674713704,0.98724833994076
CSE-CIC-IDS2018,True,2,3,tied,1e-06,False,aic,0.9906833589818242,0.9920603327439194,0.9826416046359466,0.9871491563574204
CSE-CIC-IDS2018,True,2,1,tied,0.001,True,aic,0.9874391714844236,0.9852124456454402,0.9851725085369258,0.9849014053317244
CSE-CIC-IDS2018,True,2,1,tied,0.001,True,accuracy,0.9874391714844236,0.9852124456454402,0.9851725085369258,0.9849014053317244
CSE-CIC-IDS2018,True,2,1,tied,0.001,True,f1_score,0.9874391714844236,0.9852124456454402,0.9851725085369258,0.9849014053317244
CSE-CIC-IDS2018,True,2,3,tied,0.001,False,aic,0.9876471322214366,0.9854973989944809,0.9856534035493466,0.9853091277235522
CSE-CIC-IDS2018,True,2,1,diag,1e-09,True,aic,0.9549972965104188,0.9386498524798,0.955051094797486,0.9444651195617388
CSE-CIC-IDS2018,True,2,3,diag,1e-09,True,accuracy,0.983071996007154,0.9817203161476162,0.9767379361994256,0.978778415185084
CSE-CIC-IDS2018,True,2,3,diag,1e-09,True,f1_score,0.983071996007154,0.9817203161476162,0.9767379361994256,0.978778415185084
CSE-CIC-IDS2018,True,2,3,diag,1e-09,False,aic,0.983071996007154,0.9817203161476162,0.9767379361994256,0.978778415185084
CSE-CIC-IDS2018,True,2,2,diag,1e-06,True,aic,0.8280996547851766,0.8334494015256252,0.8737139528014567,0.7869351144194544
CSE-CIC-IDS2018,True,2,3,diag,1e-06,True,accuracy,0.9839870232500104,0.9821511278637912,0.9781198080431256,0.9796956970825622
CSE-CIC-IDS2018,True,2,3,diag,1e-06,True,f1_score,0.9839870232500104,0.9821511278637912,0.9781198080431256,0.9796956970825622
CSE-CIC-IDS2018,True,2,3,diag,1e-06,False,aic,0.9839870232500104,0.9821511278637912,0.9781198080431256,0.9796956970825622
CSE-CIC-IDS2018,True,2,3,diag,0.001,True,aic,0.9772906875181966,0.9739080632531816,0.9791815537809742,0.975356601786662
CSE-CIC-IDS2018,True,2,3,diag,0.001,True,accuracy,0.9772906875181966,0.9739080632531816,0.9791815537809742,0.975356601786662
CSE-CIC-IDS2018,True,2,3,diag,0.001,True,f1_score,0.9772906875181966,0.9739080632531816,0.9791815537809742,0.975356601786662
CSE-CIC-IDS2018,True,2,3,diag,0.001,False,aic,0.9772906875181966,0.9739080632531816,0.9791815537809742,0.975356601786662
CSE-CIC-IDS2018,True,4,1,full,1e-09,True,aic,0.9892276338227344,0.9913038951966704,0.98150338297838,0.9861768082004234
CSE-CIC-IDS2018,True,4,2,full,1e-09,True,accuracy,0.9924718213201348,0.9922140657509656,0.9842045103444712,0.988036238073153
CSE-CIC-IDS2018,True,4,2,full,1e-09,True,f1_score,0.9924718213201348,0.9922140657509656,0.9842045103444712,0.988036238073153
CSE-CIC-IDS2018,True,4,3,full,1e-09,False,aic,0.9901842532129934,0.9906151569079334,0.98144124466602,0.9857922520152126
CSE-CIC-IDS2018,True,4,1,full,1e-06,True,aic,0.9917231626668884,0.992577204649684,0.9857306224704872,0.9890234697669932
CSE-CIC-IDS2018,True,4,2,full,1e-06,True,accuracy,0.992929334941563,0.991860844556806,0.9873478882524556,0.9894933523016224
CSE-CIC-IDS2018,True,4,2,full,1e-06,True,f1_score,0.992929334941563,0.991860844556806,0.9873478882524556,0.9894933523016224
CSE-CIC-IDS2018,True,4,3,full,1e-06,False,aic,0.9923054527305244,0.9916257774921542,0.9855375782792656,0.9884229874355928
CSE-CIC-IDS2018,True,4,3,full,0.001,True,aic,0.99109928045585,0.9887570693530036,0.990214917587464,0.9893378227276712
CSE-CIC-IDS2018,True,4,3,full,0.001,True,accuracy,0.99109928045585,0.9887570693530036,0.990214917587464,0.9893378227276712
CSE-CIC-IDS2018,True,4,3,full,0.001,True,f1_score,0.99109928045585,0.9887570693530036,0.990214917587464,0.9893378227276712
CSE-CIC-IDS2018,True,4,3,full,0.001,False,aic,0.99109928045585,0.9887570693530036,0.990214917587464,0.9893378227276712
CSE-CIC-IDS2018,True,4,1,tied,1e-09,True,aic,0.9892276338227344,0.9913038951966704,0.98150338297838,0.9861768082004234
CSE-CIC-IDS2018,True,4,1,tied,1e-09,True,accuracy,0.9892276338227344,0.9913038951966704,0.98150338297838,0.9861768082004234
CSE-CIC-IDS2018,True,4,1,tied,1e-09,True,f1_score,0.9892276338227344,0.9913038951966704,0.98150338297838,0.9861768082004234
CSE-CIC-IDS2018,True,4,3,tied,1e-09,False,aic,0.9881462379902676,0.9905369805863514,0.9766884534597554,0.9831847566220888
CSE-CIC-IDS2018,True,4,1,tied,1e-06,True,aic,0.9917231626668884,0.992577204649684,0.9857306224704872,0.9890234697669932
CSE-CIC-IDS2018,True,4,2,tied,1e-06,True,accuracy,0.9915152019298756,0.992437086032958,0.9846636143612256,0.9883893104978062
CSE-CIC-IDS2018,True,4,1,tied,1e-06,True,f1_score,0.9917231626668884,0.992577204649684,0.9857306224704872,0.9890234697669932
CSE-CIC-IDS2018,True,4,3,tied,1e-06,False,aic,0.9911824647506552,0.9922206384390164,0.9844301876572108,0.9881606914775328
CSE-CIC-IDS2018,True,4,2,tied,0.001,True,aic,0.98527637981949,0.9822166892868724,0.9847371618972676,0.9830493851480708
CSE-CIC-IDS2018,True,4,2,tied,0.001,True,accuracy,0.98527637981949,0.9822166892868724,0.9847371618972676,0.9830493851480708
CSE-CIC-IDS2018,True,4,2,tied,0.001,True,f1_score,0.98527637981949,0.9822166892868724,0.9847371618972676,0.9830493851480708
CSE-CIC-IDS2018,True,4,3,tied,0.001,False,aic,0.984985234787672,0.9819804494036484,0.9844517717241807,0.9827960770885652
CSE-CIC-IDS2018,True,4,1,diag,1e-09,True,aic,0.9593228798402862,0.9504568246562526,0.9627484383925252,0.9548899343443052
CSE-CIC-IDS2018,True,4,3,diag,1e-09,True,accuracy,0.9869816578629956,0.9885188360405196,0.9826649848614436,0.9854931074940037
CSE-CIC-IDS2018,True,4,3,diag,1e-09,True,f1_score,0.9869816578629956,0.9885188360405196,0.9826649848614436,0.9854931074940037
CSE-CIC-IDS2018,True,4,3,diag,1e-09,False,aic,0.9869816578629956,0.9885188360405196,0.9826649848614436,0.9854931074940037
CSE-CIC-IDS2018,True,4,1,diag,1e-06,True,aic,0.957409641059768,0.940771557456328,0.9614263784258568,0.9484502898536246
CSE-CIC-IDS2018,True,4,3,diag,1e-06,True,accuracy,0.9869816578629956,0.9882726936067304,0.9821529838929168,0.9851182000278708
CSE-CIC-IDS2018,True,4,3,diag,1e-06,True,f1_score,0.9869816578629956,0.9882726936067304,0.9821529838929168,0.9851182000278708
CSE-CIC-IDS2018,True,4,3,diag,1e-06,False,aic,0.9869816578629956,0.9882726936067304,0.9821529838929168,0.9851182000278708
CSE-CIC-IDS2018,True,4,3,diag,0.001,True,aic,0.9834879174811796,0.9813430936629476,0.9751973070296036,0.9775427559970844
CSE-CIC-IDS2018,True,4,3,diag,0.001,True,accuracy,0.9834879174811796,0.9813430936629476,0.9751973070296036,0.9775427559970844
CSE-CIC-IDS2018,True,4,3,diag,0.001,True,f1_score,0.9834879174811796,0.9813430936629476,0.9751973070296036,0.9775427559970844
CSE-CIC-IDS2018,True,4,3,diag,0.001,False,aic,0.9834879174811796,0.9813430936629476,0.9751973070296036,0.9775427559970844
CSE-CIC-IDS2018,True,8,1,full,1e-09,True,aic,0.9905585825396164,0.9920982616698149,0.9819913513469924,0.986800502390842
CSE-CIC-IDS2018,True,8,1,full,1e-09,True,accuracy,0.9905585825396164,0.9920982616698149,0.9819913513469924,0.986800502390842
CSE-CIC-IDS2018,True,8,1,full,1e-09,True,f1_score,0.9905585825396164,0.9920982616698149,0.9819913513469924,0.986800502390842
CSE-CIC-IDS2018,True,8,3,full,1e-09,False,aic,0.989934700328578,0.990245500506719,0.9813759694840092,0.9855596992551736
CSE-CIC-IDS2018,True,8,1,full,1e-06,True,aic,0.9926381899097452,0.9931588951714028,0.9883159301126746,0.990661500422927
CSE-CIC-IDS2018,True,8,1,full,1e-06,True,accuracy,0.9926381899097452,0.9931588951714028,0.9883159301126746,0.990661500422927
CSE-CIC-IDS2018,True,8,1,full,1e-06,True,f1_score,0.9926381899097452,0.9931588951714028,0.9883159301126746,0.990661500422927
CSE-CIC-IDS2018,True,8,3,full,1e-06,False,aic,0.99109928045585,0.9884803158928718,0.9855805029233432,0.9869357815873658
CSE-CIC-IDS2018,True,8,2,full,0.001,True,aic,0.9908497275714344,0.9882873771041742,0.990882438707376,0.9894409005735696
CSE-CIC-IDS2018,True,8,3,full,0.001,True,accuracy,0.9912240568980576,0.9889292451968852,0.9912543957302664,0.989937642200092
CSE-CIC-IDS2018,True,8,3,full,0.001,True,f1_score,0.9912240568980576,0.9889292451968852,0.9912543957302664,0.989937642200092
CSE-CIC-IDS2018,True,8,3,full,0.001,False,aic,0.9912240568980576,0.9889292451968852,0.9912543957302664,0.989937642200092
CSE-CIC-IDS2018,True,8,1,tied,1e-09,True,aic,0.9905585825396164,0.9920982616698149,0.9819913513469924,0.986800502390842
CSE-CIC-IDS2018,True,8,1,tied,1e-09,True,accuracy,0.9905585825396164,0.9920982616698149,0.9819913513469924,0.986800502390842
CSE-CIC-IDS2018,True,8,1,tied,1e-09,True,f1_score,0.9905585825396164,0.9920982616698149,0.9819913513469924,0.986800502390842
CSE-CIC-IDS2018,True,8,3,tied,1e-09,False,aic,0.9903922139500062,0.991932664346968,0.9819037203473664,0.9866727827923132
CSE-CIC-IDS2018,True,8,2,tied,1e-06,True,aic,0.99255500561494,0.9931024820588048,0.988202897446234,0.9905769459801412
CSE-CIC-IDS2018,True,8,1,tied,1e-06,True,accuracy,0.9926381899097452,0.9931588951714028,0.9883159301126746,0.990661500422927
CSE-CIC-IDS2018,True,8,1,tied,1e-06,True,f1_score,0.9926381899097452,0.9931588951714028,0.9883159301126746,0.990661500422927
CSE-CIC-IDS2018,True,8,3,tied,1e-06,False,aic,0.99255500561494,0.9931024820588048,0.988202897446234,0.9905769459801412
CSE-CIC-IDS2018,True,8,2,tied,0.001,True,aic,0.9865241442415672,0.9836515132731456,0.987318169606954,0.9851596679640924
CSE-CIC-IDS2018,True,8,3,tied,0.001,True,accuracy,0.98673210497858,0.9838392585756922,0.9874896549350186,0.9853407698509992
